content,score,label
game nya seru tapi harga pagar nya tolong di kurangi,5,positif
"gua COC yang dulu sih dari pada sekarang, sekarang kek lebih gak jelas",5,positif
mantap,1,negatif
(_)(_)ZZZD COC ANJlNG LAGI WAR LEAGUE TIBA2 DISCONECT!!!,1,negatif
sangat gampang d pahami,5,positif
"apa ini ampir tiap miggu pmbahruan trus ,itu pun masih gitu2 aja",3,positif
"penyimpanan penuh gak bisa update, minimal 2gb lebih anj, padahal masih ada 1,7gb tapi gak bisa"", update gak guna juga paling yg main rata"" baru th 13 kebawah tapi malah mau up th18/mode tukang 3rnd/balaikota yg gak ada habisnya,mending pindah game MOBA/FPS yg bisa Mabar",1,negatif
game 10 thn dr manado,5,positif
seru bgt permainan nya...mantap..,5,positif
chatt global tak ada klanku sepi amat tak bisa lagi nambah anggota,2,negatif
game yg sangat bagus...,5,positif
sangat bagus,5,positif
terlalu sering update,1,negatif
"gamenya bagus dan saya sudah memainkannya sangat lama, saran untuk supercell: tolong kalo disconnect saat kita menyerang base lawan kita bisa melanjutkan serangan kita ketika masuk kembali ke game, tanpa harus kehilangan trophy jika pasukan kita belum keluar semua yang mengakibatkan serangan gagal,walau jarang terjadi tapi ini benar benar membantu sekali, serta tolong sistem matchmaking war nya dibetulkan, sering kali kita dipertemukan dengan TH yang levelnya 2X diatas TH kita, terima kasih...",5,positif
game ini makin lama makin seru.. pa lgi dekarang pelatihan gk pakek waktu.. sya main game ini dari thun 2011 sampe sekarang suka main game ini. tapi yang gk sesuai perang klan. di grup kita th rendah melawan th tinggi ini gk adil.. yang ada kita selalu kalah.. gk menang2,3,positif
𝗺𝗮𝗻𝘁𝗮𝗯 𝗴𝗮𝗺𝗲𝗻𝘆𝗮 𝘁𝗮𝗽𝗶 𝗸𝗼𝗸 𝗯𝗲𝗻𝘁𝗮𝗿² 𝗽𝗲𝗺𝗯𝗮𝗿𝘂𝗮𝗻 𝗯𝗮𝗲,5,positif
"ini knapa TH 13 ketemu nya TH 15+ mulu ya? udh gitu setelah update kalau dpet B1 cuman dapet trofi 1 doang, kalau B2 dapet trofi kadang 5-7 doang",2,negatif
"ini gimana ko tambah parah, perang liga nya Desa musuh tidak terlihat dan tidak bisa di serang, padahal waktu sudah berjalan, malah hampir habis,,, rugi 1 laga gak dapat bintang sama sekali",3,positif
bagus,5,positif
Mantap,5,positif
okeeee,5,positif
game ini sangat keren bgt seru bikin nagih jg dan tidak ada iklan jd sangat GG apa lg kalo level balai kota nya udh tinggi behhhh udh kuat bgt itu,5,positif
permainan y seru cuman stiap mau apgret udh tggi la ma sampei ber hari hari,3,positif
❤️coc kkeren👌👌❤️,5,positif
mantap banget cuman boleh kah update pagarnya bisa di up ngga pake builder,5,positif
Sebulan 4 x naek terus,1,negatif
tolong supercall untuk perbaikan sinyal nya lagi dan juga untuk skin-skin legendaris yang awalnya berbayar itu kalo udah agak lama skin nya keluar ruba sedikit agar bisa di beli pakek diamond biar player gratisan bisa pakai juga walaupun lama Nunggu waktunya jadi gak player kaya aja yang bisa pake oke,5,positif
Walaupun agak bosan tp ttp game ini yg terbaik diantara smua game💪😁👍 buat saya pribadi 😄,5,positif
asikk,5,positif
akun saya di curi dan diganti email.nya.. bagaimana solusinya untuk mengembalikan akun saya..?,4,positif
update terus sampai tolol,1,negatif
"lumayan seru,, ok jga",4,positif
"MAKIN SULIT SAJA SEKARANG FARMING NYA ' BIKIN MALAS JADI NYA UNTUK DUKUNG CLASH OF CLANS, SORY BINTANG 1 SAJA SEKARANG!!!👎👎👎👎👎",1,negatif
"saran aja, kalo bisa hero yang di upgrade bisa di ajak perang, biar lebih senang pustropy.",5,positif
"gajelas, sinyal bagus pas nyerang tiba"" menghubungkan padahal pasukan dah turun semua buat nyerang, pas liat story penyerangan malah gada pasukan yg turun, tiap main coc 1jam selalu menghubungkan harus keluar apk, perbaiki lah",1,negatif
keren,5,positif
knpa sih ko sering bgt di update apk nya,3,positif
gak jelas anjir,1,negatif
game yg sangat ngarusak panon,2,negatif
"saya mendapat kendala saat login ,entah itu dari jaringan saya atau dari cocnya sering stack di 90%",5,positif
🌟🌟🌟🌟🌟,5,positif
bgus,5,positif
suara musik ny terlalu berisik,5,positif
makin hari makin gak beres gem nya. pagar nya sangat mahal updet th 1 tahun sekali.gak jelas.,1,negatif
mantap gan dari dulu sampai sekarang game y makin seru,5,positif
mantab,5,positif
menemani masa kecilku sampai sekarang udah menikah terimakasih coc😌😌,5,positif
gameee yangg mantapp bunggg,5,positif
Top,5,positif
mulai main lagi Joss,5,positif
baik,5,positif
game tercepat upgret...ngeri deh,3,positif
ok,5,positif
"Game nya bagus bener,edit njir masang meme keren bat wak",5,positif
game nya seru banget,5,positif
mantap,5,positif
cocok untuk mengisi waktu luang,5,positif
"saran saja, mungkin waktu regenerasi pahlawan sebaiknya di hilangkan saja dikarenakan sekarang tidak memakai waktu lagi untuk regenerasi pahlawan.",5,positif
Force close,5,positif
"Sudah Lama Tak Main Game Clash Of Clans Sekarang Semakin Bagus Saja. Tapi Kekurangan Nya Membeli Item Dll Harus Pakai Uang Dan Hrganya Mahal. Ada Yang Pakai Gems Tapi Dapetin Gems Nya Susah, Ram Juga Harus Besar. Bikin Ram Kecil Saja Agar Banyak Pemain Walau Hp Ram Rendah. Kualitas Sinyal Tolong Di Bikin Mudah Saja. Dan Di Kasih Event Dll Yang Bisa Mendapatkan Item Apapun Itu Secara Gratis Agar Pemain Makin Suka Dan Makin Banyak. Salam Dari Pemain Lama Clash Of Clans🙏🇮🇩💚",5,positif
dikit dikit update,3,positif
Bisa buat bikin strategi perang dan membuat pertahanan,1,negatif
kebanyakan update tp gak ada perubahan,3,positif
"game terlama yg kumainkan ,dari Oktober 2015 aampai sekarang,gak terasa hampir 10 tahun",5,positif
good,5,positif
mantap,5,positif
"memang bagus game ini ,saya dari sd udah pakai game ini sampai sekarang",5,positif
pembaruan permainan setiap saat terlalu sering...,3,positif
Bagaimana masuk ke apl nya ?,4,positif
sangat seru,4,positif
mantap gan,5,positif
mantap,5,positif
gampang banget 👍🏽,4,positif
game yg tidak akan aelesai,5,positif
semakin baik setelah update,4,positif
Supercell benerin system CWL lah masa TH kecil lawannya TH 11 ke atas. Gak seimbang!,2,negatif
mantap,5,positif
keren,5,positif
"Kebanyakan update, jd mls main, tiap hari buka ada pembaruan terus",4,positif
update mulu nih game,1,negatif
nantap,5,positif
"baru beberapa hari pembaruan terusss, perasaaan dulu enak ini game sekarang kebanyakan pembaruan.",3,positif
game nya keren. tolong bikin event yg lebih menantang lagi,5,positif
gw baru sadar ternyata coc bukan aplikasi besar seperti ml walaupun coc tua jika dibandingkan game ml.gw kecewa kemaren gw ngasih 5 bintang sekarang gw ubah jadi 2 bintang gw kira dengan ngasih 5 bintang bakalan ada perubahan ternyata tidak.gw kecewa pas nyerang ternyata masih ada gangguan jaringan padahal kalo buat push rank bagus.,2,negatif
Mantap dah 3 tahun,5,positif
apdet teros sampe mamposss,1,negatif
bagus tapi hard granding,4,positif
"bagus ada peningkatan , jarang lost koneksi",5,positif
"lama kelamaan maen coc bikin gondok baru seminggu ke maren udah di upgrade,ehhh minta di upgrade lg,emg kata w banyak kuota ap",1,negatif
"jangan terlalu sering update, baru update. update lagi. habis kouta",3,positif
paling marah kalo pas nyerang ilang sinyal.,4,positif
up date mulu gada yang berubah,1,negatif
"pertama kali main coc masih inget dulu barak ada 4 kalau mau bikin trop lama apalagi kalau salah satu barak nya ada yg di upgrade, setelah update terbaru makin suka karna waktu bikin trop dihilangkan dan player sekarang JD bebas attak kapan saja, cuma satu yang belum di tangani dari dulu sampai sekarang yaitu LOST CONNECTION/DISCONNECT pada saat War Attack/Attack biasa, sebel banget udah capek2 mikir strategi malah disconnect pdhl sinyal bagus, sayangnya dr pihak supercell tidak ada kebijakan.",5,positif
tolong lahh Jagan sering update Mulu emang ga kasian yg hp nya ga kuat maff terlalu sering update Mulu,1,negatif
untuk durasi peningkatan aga dikurangin waktunya,3,positif
gem keren😊👍,5,positif
"dikit² update, dikit² update, dikit² update. auto delete ini mah",1,negatif
sangat baik,5,positif
"lagi nyerang sinyal disconnect,pulih lagi sinyal GK bisa nyerang,peleton turun baru berapa biji juga, tolong lah supercell contoh seperti mobile legend walau disconnect sebelum nya tapi masih bisa masuk dalam permainan",3,positif
keseringan update.makan ruang memorinya gede banget,5,positif
"kebanyakan updat,payah,,payah..permainan konyol.",2,negatif
game sangat bagus sekali,5,positif
bagus pokoknya deh,5,positif
"game ini memang bagus, tapi setiap Minggu atau setiap 2-3 hari selalu ada update yang dtang buat temen² pecinta game strategi gak rekomen",1,negatif
"dulu q suka bgt sama game ini tapi semenjak chat global, di hilangkan q berhenti main ,, serasa ada yg hilang bgt si",3,positif
kalau ada perbaikan dikasih tau dong masa waktu nyerang disuruh muat ulang game lagi udah gitu musuh yang diserang level balai kotanya pasti dapet 2× yang diatas balai kota saya sendiri,1,negatif
seru si tapi #kembalikanchatglobal sama kalo bisa tag player gitu biar gampang,5,positif
bagus banget,5,positif
"bug makin bnyk keluar sendiri pas war ngurangin kesempatan nyerang aja pantesan makin sepi,sinyl bagus keluar"" sendiri capek amat",1,negatif
good,5,positif
"Knp coc setelah pembaharuan selalu keluar sendiri dan g bisa masuk ke akun,",5,positif
"Tiap minggu updet, Semua aplikasi harus terhapus dr hp...",2,negatif
baguss🥰🥰,5,positif
good game,5,positif
yang benar saja seminggu sekali update,1,negatif
dancokk update terussss,1,negatif
bagus,3,positif
bagus banget,5,positif
Bagusss,5,positif
seruuu,5,positif
Mlh tmbh susah push thropy,1,negatif
baik sih buat ngisi waktu luang tapi jgn terus terusan lho yha,5,positif
terlalu sering update,1,negatif
keren banget,5,positif
jangan terlalu lama untuk up pasukannya,5,positif
"Skrng gamenya sering gak ada jaringan, padahal sinyalnya bagus",4,positif
baik good,5,positif
"tolonglah sinyal nya disaat mau attack pasti jelek mulu, ini dari dulu sinyal nya selalu seperti ini",4,positif
"semenjak update terus,makin kesini makin gede pula kapasitasnya,jadi sering keluar sendiri,ta kasih 2 b saja",5,positif
info cwl ready,5,positif
"game Rusak sambungan terputus lg nyerang, musuh liga War gak ngotak th 12 lawan th 17 semua 😂 developer gila",1,negatif
"mohon bijaksana lagi dalam mempertemukan lawan di war clan atau musuh masa saya th 7 di kasih lawan th 9 dan slalu lawan di atasnya gak adil lah jelas kalah capek"" ngumpulin trofi malah di di kasih lawan yg gak setara gimana sih lama"" gua hapus ni game",1,negatif
tolobg masah tropi jangan pelit pelit udah bintang 2 malah dapet tropi 1,1,negatif
pembaharuan melulu.bru brp bln jga,5,positif
sangat menghibur.... terimakasih,5,positif
update Mulu perasaan nih game baru update beberapahari udah update lagi mana mb nya ngga kecil,1,negatif
seru sekali,5,positif
"gamenya udh lama, tapi minta upgrade trs, lama2 bosan.",1,negatif
setiap hari masa di suruh update terus 500mb lagi,1,negatif
udah yaa jangan di taguhh mulu gaenak☺,5,positif
sangat funn ;!,5,positif
"kenapa skrg super cell sering erorr,dan susah masuk..tolong di perbaiki kedepannya..",3,positif
"males update,an trus blom jga 2 Minggu udah update Lg",2,negatif
game yg bagus....,5,positif
bagus cuman apdetnyalama,5,positif
antah mengapa setelah waktu masak dihilangkan minat bermain jadi menurun🙃🙃🙃,3,positif
buat lah sehari update aja coc,1,negatif
mantap,5,positif
"setelah beberapa tahun gak main, coba buka lagi eh udah bagus aja. main gak perlu nunggu siap peletonnya. gass attack terus pokoknya mah :-D",5,positif
update aja terusssss,1,negatif
luar biasa,5,positif
sangat menyukai gam ini,5,positif
Untuk developer coc kenapa Update nya terlalu berat 1 gb lebih saya sudah Update tapi disuruh Update lagi sampai gak bisa tolong bantu saya coc,3,positif
saya kasih Bintang lima karena gamenya sangat seru dan menarik,5,positif
new multiplayer and trophy sistem is sucks,1,negatif
HEBAT,5,positif
enak ya gua jadi suka lagi sama update terbaru jadi gak harus nunggu lama rekrut peleton nice bagus rekomendasi banget sekarang jangan kalah sama game moba dan battlefield min tingkatkan,5,positif
sangat baik,5,positif
"waktu upgrade bangunan dan item lainnya terlalu lama, saya suka game anda tapi membosankan untuk menunggu berhari-hari upgrade",2,negatif
terlalu banyak update bikin malas,1,negatif
tolong lebih di persingkat lagi waktu peningkatan senjata karna bingung jika eliksir dan emas jika penuh tapi tukang tidak ada yang nganggur,5,positif
ok,5,positif
bagus dan senang',5,positif
bosen update mulu,1,negatif
durasinya lama ☹️☹️☹️☹️☹️,5,positif
selama clas of clan di buat...masih tetap di mainkan...game legenda 4 bintanglah,4,positif
"baru ganti email akun th 15 semi max gua di ban haram banget nih game, padahal udah lama rawat akun nya, pas ganti email doang di ban game kocak",1,negatif
"masyaallah, ga usah basa basi, Intinya ni Game Asik + keren",5,positif
KEBANYAKAN UPDATE,2,negatif
udah banyak perkembangan nya cuma satu saran saya kalau bisa ditingkatkan untuk bisa membalas penyerangan..di saat orang lain menyerang pertahanan kita. kita bisa juga membalas serangan mereka supaya makin seruh hilang waktu perlindungan,5,positif
sempet hiatus brapa taun instal lagi tambah seru banyak karakter banyak even mantab lah super cell pertahankan,5,positif
main dari 2015 beberapa kali pensi sekarang main lagi 👍👍,5,positif
keren asik,3,positif
top,5,positif
game yg sangat bagus enak,5,positif
keseringan update,3,positif
ok,5,positif
tiap hari update,2,negatif
seru tapi agak bosen soal nya nunggu bangguan nya jadi itu lama banget tapi pas udah jago seru nyerang siapa aja menang udah kayak di mod,4,positif
game bagus aku suka banget,5,positif
sering hilang sinyal waktu war,4,positif
"rekomendasi harus d persulit dalam pertahanan supaya ada tantangan, kalau bisa nyerang bersama dalam satu serangan, kaya moba kayanya seru dah, tapi d persulit juga d kurangi damagenya kaya nyerang ibukota tapi bisa bareng nyerangnya, dan supaya laris gamenya, lovyu pokonya clas oof clan",1,negatif
mengapa setiap CWL gak pernah imbang,3,positif
tetap jadi game ter favorit di era gempuran ml dan ff😗,5,positif
Bagus sekali !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Cari apa! Udah bilang bagus kan aku,1,negatif
"terlalu percaya diri selalu ada pembaruan,ga tau kalau yg main hp nya ada yg g bisa buat pembaruan, alhasil yg main pada pindah ke game lain",3,positif
kok makin lama makin aneh update dri coc ini. lama2 bikin jengkel dan terlalu banyak makan ruang. bisa gk dri pihak admin utk update jgn terlalu banyak man tempat.,1,negatif
mantap,5,positif
bagus si ..sekarang lebih stabil,4,positif
"Min Laporan bug punya gua kok kalo malem akunnya gk bisa masuk. Supercellid nya klo malem keluar sendiri trus gk bisa masuk padahal udh verifikasi ulang ggal trus coba lagi"" aj. tapi kalo misalkan pagi login lagi baru bisa",3,positif
tolong tolong! COC ini adalah permainan yg sangat tidak seimbang... th11 lawanya th12 & th13..... yg serang th11-pun th12 &th13 begitu seterusnya sangat membosankan,5,positif
"YTH supercell update sekarang bagus sekali. saran saya lebih baikya jikalau setiap hero di up masih bisa di bawa war !! agar di saat kita war kita ga ngerasa kekurangan, itu saran saya mudah2han kedepan ya coc bisa lebih baik lagi trimakasih coc udah trmani saya.",4,positif
game taikk kebanyakan update mlu ajg,1,negatif
bagus,5,positif
gamenya bagus cuma bangunannya aja yg lama+rasanya 7hari kaya 8hari,5,positif
MANTAP,5,positif
"dikit dikit update, yang berubah gaada",1,negatif
"setelah lebih dari 9th bermain game ini baru skrg terasa nyaman , mohon kedepannya agar up pagar tanpa builder yaa. atau buildernya mohon ditambahin agar upgrade apapun semakin cepat terimakasih",5,positif
terlalu sering update bosenin,1,negatif
apa ni di-update malah makin ada Bug nya,3,positif
Sangat bagus,5,positif
asli ni game seru banget aku setiap hari main ini ❣️🥰,5,positif
tolong diperbaiki lagi.. di bukak belom ada 5 menit keluar sendiri..,3,positif
update terus baru 2 hari udah update lagi,1,negatif
baguss,5,positif
upgrade trus jadi males yang mau nekan bintang,1,negatif
Hebat diupdate,1,negatif
asyik,5,positif
"tolong lah supercell jaringan jangan terlalu sering keputus napa, udah make wifi malah tmbah parah",4,positif
"TOLONG LAH DEVELOPER, BAGIAN PENCARIAN LAWAN DARI DULU JUGA GK SINGKRON AJG, MASA TH 6 DISURUH LAWAN TH8 BAHKAN AD YG TH 9. TOLONG LAH KASI KAMI PLAYER LAWAN YG SEIMBANG. SESAMA TH. JUGA PENYERANG NYA GK NGOTAK. KAMI CHIEF SEBAGAI DEFEMDER BAHKAN MENERIMA SERANGAN DRI TH8 YG JELAS2 MEMBUAT RUGI, SUMBERDAYA DI RAMPAS.GAME TOLOL. TOLONGLAH DIPERBAIKI INI UDAH DARI LAMA SEKALIIIII UDAH 5 TAHUN SAYA MAIN. BAGIAN KEAMANAN AKUN JUGA LEMAH SAYA SUDAH 7 KALI KEHILANGAN AKUN DI TH BESAR GOBLOKKKKK",1,negatif
apa trus yang kau apdate ke mulai gk jelas habis paket trus kau,1,negatif
"🅑🅐🅖🅤🅢, good, amazing, perfect, masterpiece, king, legends, fire, absolut cinema, epic",5,positif
"game sampah, tiap minggu ada update bikin file sampah menumpuk, harusnya update cukup 1 bulan atau 2 bulan sekali",2,negatif
pembaharuannya bisa gk nambah memory terus jadi males main kalau makin tinggi ramnya,4,positif
"peleton nya udah gampang di latih, tapi kok seminggu berkali kali di update, udah gitu dikit dikit permainkan jaringan pas penyerangan, cape juga nunggu updatenya, trophy nya juga sedikit, tapi kalo musuh yang nyerang, ambil nya banyak, Oalah, makin di update makin buruk , udah gitu update truusss update trusss , di kira GK cape apa penyimpanan hp kita",1,negatif
Pembaruan terooss... tk hapos,2,negatif
mantap makin seru jadi kangen pengen main lagi,5,positif
kok sering update terus ya.,5,positif
bagus..,5,positif
cuman game aneh ini yang tiap 2hari sekali d upgrab,3,positif
mantap pisan gem na,5,positif
sangat bagus,5,positif
bagus,5,positif
war liga nya adil banget gw baru naik th 9 di kasih musuh th 12,1,negatif
👍,5,positif
"Although the signal is good, since frequent updates, servers in Indonesia often error",2,negatif
"PARAH AKUN GUA HILANG GAK DIMAININ SATU TAHUN ,HILANG SUDAH KIRIM EMAIL KE PIHAK SUPERCELL SANGAT DISAYANGKAN TIDAK MEMBANTU,DAN MENUDUH SAYA MELAKUKAN KESALAHAN DAN KENA BANNED SUMPAH PARAH BANGET SEDIH TADINYA MAU LOGIN EH KATANYA KENA BANNED GAK BISA MASUK GAK LOGIS BANGET",3,positif
"udah hp kentang kirain main ini biar gak bosen malah makin bosen,udah mah selalu update malah nambah memori full",1,negatif
makin hari makin ngak jelas update 3x seminggu,1,negatif
good,5,positif
"ku harap coc sedikit memperdulikan desa malam masa naik trofi nya susah banget,masa kalo sesama menang gak dapat apa apa jatuh nya sia sia dong main 2 jam push desa malam mengejar trofi kalo sesama menang sama aja boong gak dapat apa apa tolong hargain dikit dong pemain desa malam yang mengajar trofi nya,sama desa malam susah banget mendapatkan sumber daya nya masa setiap hari suruh ngumpulin bintang cuma dapat 100 gold/eleksir doang sedangkan yang di butuhkan untuk upgrade desa banyak",1,negatif
game yang sangat seru kenapa gak dari dulu saya main tapi gapapa ini tetep game yang sangat seru,5,positif
game nya bagus tapi sayang saat CWL gk imbang sekali th 15 setenganya lawan th 10,2,negatif
adain event gratis,5,positif
belom ada 3bulan udah update lgi kok 1 Bulan kok update udah 2x haduh,5,positif
permainan yang sangat bagus,5,positif
tolong penyimpanan nya di perkecil ...,5,positif
keseringen updeat seminggu 2X.. habisin kuota aja..,2,negatif
tolong adakan fitur translate chat. biar clan campuran luar indo bisa komunikasi,4,positif
Mainkan gamemu coc gais seruh banget,5,positif
gacor kang,5,positif
"game banyak bug,daripada bikin game baru yang gak jelas mending optimalinn game ini",1,negatif
ok,5,positif
🤩💯,5,positif
ya begitulah,4,positif
dikit dikit update dikit dikit suruh update,2,negatif
"kebanyakan update, ttp ga ad perubahan",1,negatif
ok,5,positif
good,5,positif
"berkat coc aku bisa jadi orang yang sabar, padahal aku orangnya gampang marah😊... but, Alhamdulillah...😇",5,positif
update trs udh gak kuat hpku MB ny terlalu besar udh gak bisa buka atau update lg,2,negatif
pembaruan mulu,1,negatif
gabisa login harus pake supercell id,1,negatif
menarik,5,positif
bagus,5,positif
bagus sih game buat nyantai.. cuman jangn keseringan updatenya karena dapat menimbulkan penyimpanan yang sedikit,5,positif
"kenapa hari"" minta perbaharui terus",2,negatif
untuk up kedepannya mohon untuk Hero/pahlawan yang sedang di upgrade bisa juga digunakan ketika menyerang,5,positif
😊,5,positif
pembaruan mulu😃,4,positif
gamenya bagus sekali,5,positif
bagusss buat ngisi waktu kosong,5,positif
ini game seru beut sumpah,5,positif
setelah update lawan yang di jumpai lebih kuat gak seimbang jadinya tolong lah di buat agar imbang sedikit,3,positif
keseringen update mulu baru aja berapa minggu langsung updet makin kesini kok makin nyesel nggak kayak dulu waktu coc pertama udah beda banget pokoknya nyesel kalian kali main aku harap kalian jangan dowlod ni coc terimakasih,1,negatif
"saya kurangin binatang nya lagi, buat developer bisa tidak untuk update nya jangan sering-sering dong, kita update nya itu harus membutuhkan ruang penyimpanan yang banyak kadang hapus aplikasi yang lain baru bisa update coc. mohon diperhatikan.",3,positif
kenapa setiap saya nyerang di kasih bintang 1 di trofi biasanya dulu saya nyerang di kasih trofi banyak pada saat sesuai trofi?,1,negatif
"salah 1 game yg memaksa untuk selalu di-update,jika tidak,,gag bisa main... konyol",5,positif
game pembaruan tiap hari niat bikin game gak sih muak pembaruan terus menerus....,1,negatif
well done,5,positif
Kenapa tropi ny skrg mengecil ☹️☹️☹️,2,negatif
upgrade mulu,1,negatif
aupdet terus payah,3,positif
game bagus walapun kadang keluar sendiri tolong perbaikan bug nya,5,positif
music prampasan sangat membuat konsentrasi boss sanggat menggangu mending music sebelum nya lebih bagus,3,positif
makin payah padet terus,1,negatif
mantap,5,positif
b aja,5,positif
music untuk perampasan sangat mengaggu konsentrasi 😭,3,positif
game nya Telaso,5,positif
mantap,5,positif
"Saya kasih 3 dulu ya,abis udh ngak asik,karna tdk ada chat global nya lg sekarang.terlalu sering d update",3,positif
banyak pembaharuan terus,3,positif
kebanyakan update,2,negatif
kenapa makin kesini makin sering pembaruan. minta tolong lah jangan terlalu sering pembaharuan.,1,negatif
tidak ada adegan telanjang,1,negatif
the best,5,positif
mantap,4,positif
ohhh,4,positif
"update terus,kasihan ram yg kecil penyimpanan penuh... jadi gak bisa mainnnn..😂😂🤣🤣",3,positif
"Halo supercell maaf sebelumnya, saya kan sering bermain aula tukang untuk mengumpulkan gold supaya bisa mengupgrade tembok tetapi pada saat bermain lawan kadang kadang tidak seimbang saya dengan aula tukang 5 dan musuh yang saya ketemui 5++ itu membuat saya jengkel dengan berkurang nya liga basis tukang saya menyebabkan gold yang diperoleh berkurang pada sampai puncaknya saya melawan aula tukang 10 (maks). mohon kepada supercell untuk pengertiannya mohon maaf jika salah kata dan terima kasih",2,negatif
"Sangat seru, dan sekarang makin menarik",4,positif
tak perlu lama menunggu pasukan di buat adalah update paling menkjupkan🤤,5,positif
Tiap hari kok Pembaruan muluk.. Game tolol,1,negatif
saya kasih full bintang karna saya suka sama game ini... tapi minta di turunkan kb datanya sangat tinggi klau ram HP kecil ga muat aplikasi nya,5,positif
"anjinggg napa update terus ga abis"" updatenya bisa 3-5x dlm seminggu.",1,negatif
Update mulu kocak,1,negatif
POKOKNYA GAK MATI PEMBARUAN TERUS KAYAK APA SIH LAMA KE LAMAAN GAME INI,1,negatif
"Anjay lah. Makin gk jelas wajib login supercell id. Signal semakin error, ribet. Semakin tidak menarik. Chat global hilang. Lawan war liga gk seimbang. makin ribet tampilan buat pusing",1,negatif
up wall ga perlu pake tukang,1,negatif
update terus gan sampek hp full memori ini lama kelamaan bosen sampek,2,negatif
update kok terus sebulan 2 x,2,negatif
tolong diperbaiki sistemnya..kalau lagi liga war ..kebanyakan ngga seimbang lawan..anehnya th 10lawan th 12,4,positif
saya mohon banget kepada supercell kalau kasih musuh war liga yang bener dong masa iya kasih musuh th 15 sedangkan gw th 8 dan tim gw tuh th 8 kebawah sedangkan tim musuh th 9 keatas mohon pengertiannya dong supercell 🙏🏻,2,negatif
tambahan mohon untuk update selanjutnya kurangi durasi upgrade nya sebesar 15%,5,positif
game sabar,5,positif
sambungan terputus trus padahal jaringan aman sinyal aman ... ntah lahh,4,positif
ok,5,positif
game bagus dan seru. tapi tolong lah kalo update jangan sering kali. pengen maen malah update dulu bikin orang males maen.,2,negatif
update bangunan terlalu lama,5,positif
game nya bagus,4,positif
game yg bagus!!!,5,positif
mantap 👍👍👍,5,positif
asli game ini enak puol bintang infiniti menurut gw ini,5,positif
game yang sangat menghibur dan penuh strategi. mantab,5,positif
bagus,5,positif
bagus,5,positif
"kurangi bug-bug yang ada dalam game, terlalu sering menyambung ulang padahal kondisi sinyal dan kuota stabil. hal ini yang membuat pengguna marah dan bosen memainkannya. jangan terlalu sering update kalau masih banyak bug-bug nya dan suka menyambungkan ulang...",1,negatif
seru,5,positif
tolong tambahkan fitur bantuan elixir dan emas di antara teman,5,positif
supercell tolong tambahkan tombol reset,4,positif
miksi kestää niin kauan ennen kuin kirjaudun sisään clash of clans -ohjelmaan?,5,positif
kebanyakan pembaruan ni game mana agk lumayan lg pembaruan nya,2,negatif
kebanyakan update teruss tapi gpp lah,4,positif
ini game pembaruan trus sampek muak aku,1,negatif
Sudah Th 15 prematur,5,positif
seru banget jangan lupaa download:v,5,positif
Game paling seru di dunia diraih olehhh COC(clash of clans),5,positif
bintang tiga dulu bro kalo bagus aplikasinya baru bintang lima,3,positif
keren sekali,5,positif
pembaruan mulu,1,negatif
nice,4,positif
Cocok ini suka kami maen kan nya dari dulu sampesekarng,5,positif
Woi kenapa selalu koneksi terputus waktu nyerang paerbaiki lah,1,negatif
update tan teruss ahh maless🥴,2,negatif
"dikit"" update di ps knp ngga di in game aj updatenya",1,negatif
good,5,positif
game ini seru karena bisa bikin pertahanan dan menyerangan ini seru banget tapi ada masalah ini game pay to win,5,positif
op,5,positif
bagus aku suka game ini cuma ada yang kurang yaitu upgrade Hero nya agak ribet harus satu level sekali upgrade aku punya saran nih bagaimana jika upgrade Hero bisa langsung 10 level sekaligus gapapa mahal yang penting upgradenya cepat 🙏,4,positif
"tolong kurangi apdate mulu, bagusin event nya memo gue penuh ini",3,positif
"masih sering diskoneksi pas nyerang , tolong d fix min",1,negatif
terlalu banyaj update,5,positif
tiap bulan pembaharuan Mulu lama lama jadi bosen main,1,negatif
kebanyakan update.. jadi duit kahakk,1,negatif
"Kmarin br update, eh ini suruh update lagi, laahh update 2x seminggu cukk. Lawan sulit,hasil rank dikit, tp Skali diserang rank kita bs berkurang byk.gk ngotak sih ini. Bagusan yg versi dulu, gk ada byk keluhan. aku maen ini dr 2016,punya byk akun dan punya 3 klan aktif, br kali ini merasa mulai agak gk nyaman main,jd mulai jarang ku mainkan ini game. Lbih milih main game sbelah yg lagi rame & seruu. Maaf ku kurangi bintangnya,klo udh dibetulin ku tambah bintangnya.",2,negatif
terlalu banyak upd6gak penting,2,negatif
