content,score,label
Bagus Gamenya,5,positif
bagus bangettttt,5,positif
"Download ulang setelah liat my bias, Jake Enhypen style like Jake Subway Surfers. Hope you guys can collab soon 😍",5,positif
"koin saya hilang sebanyak 590.000 koin dan 600 kunci DAN APALAGI SEKARANG,AKU KEHILANGAN SKOR TERTINGGIKU !! AKU KEMARIN SUSAH SUSAH MENDAPATKAN SKOR 5 JUTA.SEKARANG HILANG, KEMBALIKAN SYBO! Mungkin wajar kau mendengar ulasan ku yang terkesan menipu tapi aku benar benar kehilangan nya 😕",2,negatif
game bagus,5,positif
seru tidak gelek,5,positif
aku suka game yang menantang kaya syubasuf,5,positif
karena gem mati suri,1,negatif
mantappp,5,positif
pokoknya bagus dah,5,positif
singkat padat gamenya bagus ...,5,positif
bagus sih tp harga karakter terlalu mahal,5,positif
bagus banget Aku suka Sama game nya,5,positif
k.o.n.t.o.l,5,positif
bagus😎👍👍,5,positif
mantap sukses selalu,5,positif
niceee,5,positif
game nya sangat menyenangkan dan seru,5,positif
jelek,5,positif
game ini seru tapi lebih seru yang dulu aku kangen yang seperti dulu,5,positif
seru bikin mood Heppy ✨,5,positif
suka banget,5,positif
"terlalu banyak misi tapi ga pernah trcapai,ga mngkn tiap jam main.trs jdi sering upgrde. game dri bru pnya hp mau uninstl udh dpt bnyk karakter",3,positif
mantap,5,positif
ini gem untuk buat konten enak juga,4,positif
"Ini game seru sih , ya aku tau game ini penyimpanannya kecil, tapi aku ingin bisa berma,in bareng teman (mabar) pasti seru kan kalo mabar,tapi fiturnya nggak titambahin 😥, kalo ada pasti aku akan main game ini setiap hari.",5,positif
👍👍👍👍 sangat memuaskan,5,positif
bagus game nya👍👍,5,positif
kayak nya game nya seru walaupun saya mau download belum main tapi saya liat komentar ny positif semua 😃,5,positif
sangat seru dan banyak tantangan,5,positif
kabur kabur,4,positif
gamenya sih bagus tapi skin nya itu dipisah jadi susah nyarinya padahal aku tadi nah cari skin jake tapi susah karena dipisah jadi untuk developer nya skin nya jangan dipisah satu satu nanti player player susah nyari skin kesukaan nya jadi digabung aja developer sekian dari saya assalamualaikum warahmatullahi 🗿🙏,5,positif
gem nyaa enak. baguss,5,positif
bagus,5,positif
mantap👍👍,5,positif
kami suka,5,positif
suka permainan ini tauu🤭🤭,5,positif
game ini seru,5,positif
*game terbaru alias game terpopuler 😝😝😝🤣🫠🫠🥰🤩🥳😀😄😆😉😗😚🫠🙃🙂🥲😊☺️😌😋😛😝😜🤪😶‍🌫️🫢🤭🤫🥱🤬😡🫥😤🤐👻👻🤡👹👹👾👾😈☠️☠️💀,5,positif
"saya sangat menyukai nya , game ini mudah di main kan dan sangat seru",5,positif
game nya seru tapi makin lama makin cepat dan jadi nya kalah,5,positif
yth makasih ya aku senang main kan nya,5,positif
ehemmmmmmmm bagus sihhhhhh tapi aku muak iklan ngelag dahhhh,3,positif
karena sangat seru bagi di mainkan bersama,5,positif
game nya bagus sekali saya sangat menyukai game ini!!,4,positif
saya suka saya suka,5,positif
oke,2,negatif
saya sangat suka permainan ini.,5,positif
bjr seru banget paling susah kalau udah cepet banget tapi lama banget nunggunya jika baru donload 🙏 maaf banget game nya si seru tapi masih ada yg kurang kayanya emang si dari edit nya kurang bagus kelihatannya si bagus bagus aja tapi makin lama ngerasa gimana ya tapi tenang aja ka soalnya ngak mbosenin,5,positif
game ini seru sekali tapi iklan nya ngelek tapi walaupun ini iklan nya ngelak jadinya lama tapi ini game seru dan ini game offline bagus untuk hiburan game,4,positif
seru dan offline tapi hampir tiap beberapa minggu update mlu,5,positif
bagus,5,positif
game nya bagus aku hampir namatin tapi sayang klo di apus skor nya ilang pas itu aku dah nyampe 900.000 ribu skor tapi malah turun,5,positif
i like it!!,5,positif
gamenya seru,5,positif
bagus banget trus banyak updatenya dah versi 2025 lebih bagus aku suka,5,positif
lari terus!!!!!!!!!!😉,1,negatif
gemanya bagus apalalagi ditilnya,3,positif
halo developer subway surfers jangan sering update game nanti makin sepi game you,4,positif
saya suka tapi gak seperti yang dulu dulu kalo ketangkep pake kunci biru biar bisa hidup lagi tetapi mengapa sekarang pakai iklan jadi lama deh mending pakai kunci biru ayolah syobo game saya pengen pakai kunci itu lagi saya sudah mengumpulkan banyak kunci biru itu dulu susah dapetin nya ayolah pakai kunci biru nya itu .... udah segitu dulu maaf kalo ada ketikan yang salah,4,positif
seru,5,positif
waw,5,positif
sangai seru dan me nantang,5,positif
bagus sekali game nya untuk orang gabut yang gak download nyesal,5,positif
app exits itself when going to another app while still in event. many bugs when playing. many accounts can still use cheats.,2,negatif
Karena cepat dapat koin,5,positif
Nostalgia🙂,5,positif
yang buat geme ini sangat penting saya saya mau ucapkan terima kasih,5,positif
lumayan lah oke bagus,4,positif
kerenn🤩mantaf seru seru loh tantangan nyah,5,positif
"sybo games, gaada rencana mau nambah fitur ganti skin polisi nya kah? nanya doang sih hehe",5,positif
nyekek banget harganya,1,negatif
aku kasih bintang satu karena waktu saya klik kekanan saya tidak ke arah kanan dan membuat hp saya rusak karena saya bermain game ini,1,negatif
ini sangat seru,4,positif
game ini sangat keren,5,positif
bagus game nya cocok pas lagi gabut,5,positif
game ini sangat sangat bagus tapi kadang bikin kesel pas kalah,5,positif
bagus bgt aku suka tapi lumayan myedot baterai sichh 😢,4,positif
bagus banget seru lagii game nya gk bikin bosen tapi kadang semakin lama semakin cepat 🏃tapi aku tetep kasih bintang 5 ⭐⭐⭐⭐⭐,5,positif
Seru!!!,4,positif
"game nya gak enak, burikkkk kali cokkk",5,positif
game bagus,5,positif
good,5,positif
sangat seru,5,positif
bagus sekali,5,positif
"min kalo bisa pas skor gamenya mulai tinggi atau banyak itu ganti cuaca kayak malam atau sore atau bahkan hujan, salju gtu biar kita sebagai player gak gampang bosen",5,positif
"bagus , tapi gk ada end nya, gk ada finish nya",4,positif
Permainannya si gak bagusss,1,negatif
game nya seru sih cuma ada sedikit gejala pas saya main game nya itu kaya eror gtu mkanya sya ulang dan baru deh bisa dimainkan game nya maka dari itu saya berikan 4 bintang segitu aja,4,positif
Game ini sangat seru saya jadi terhibur,3,positif
game nya seru bisa main sama temen kakak adik aku ranting bintang ini 5 karena ini game nya bagus bgt bgt bgt bgt bgt love buat subway surfers💗💗✨✨💯💯⭐⭐🔥🔥💥💥,5,positif
dak bagus,5,positif
game yang sangat bagus!! bisa melatih konsentrasi jadi ku kasih bintang 4,5,positif
sumpah gue suka ni game 🎮,5,positif
soalnya 🥰🥰🥰 bagus,5,positif
hebat sungguh hebat,5,positif
"game nya udh bgs tapi ada kesalahan nih, saya lagi asik² main tiba² keluar sendiri padahal saya ga pencet apa² itu bikin kesel, dan bukan 1 sekali 2 kali tapi berkali kali , mohon untuk diperbaiki ya😼🤔",4,positif
seru bisa dimainkan jika tidak ada data,5,positif
gamenya seru dan bagus🔥,5,positif
fantastis,5,positif
"permainan nya bagus, tapi masih ada loading lama banget, iklan nya ya nggak terlalu banyak, tapi tetep bagus kok👍🏻",5,positif
bagus game suka!,5,positif
"iinii gamee seruu!! kalo di mainin pas ga ada kuota,jadi bosen nya agak hilangg,gausahhh raguu deh downloadd nya",5,positif
game ini sangat lah bagus dan seru saya sangat senang sekali,5,positif
game nya bagus🥰🥰😍,5,positif
game yang sangat seru aku suka,5,positif
Sangat burik hehehe bercanda bagus kok tapi plisssslah jangan update teruslah capek dan setiap subulan update kalo bisa update 1tahun sekali gitu lo jangan update terusssssssss terus kalo update telat semua event nya kan jadi hilang terus juga pas main sudah sampai score 99jt eh malah kembali sendiri terus juga sudah habis kunci 40 eh malah kembali tidak dikembalian deh kuncinya nyeselkan sampai score 3jt dan habisin kunci 40 nyesel nyesel nyesel deh pokoknya sekarang kan scoreku jadi 1jt nyesel,3,positif
enak banget main game ini,5,positif
jos pokoke,5,positif
baguss,5,positif
"seru banget, cuma kadang lama lama bosan",4,positif
Terima kasih udah mainin game ini.Saya sangat senang sekali mainin game ini.Ternyata game ini engga merasa bosan dan bisa mencetak skor dari pemain ini agar supaya bisa dapat medali ini.Dan juga ada karakter baru di Event ini.Jadi aku kasih lima bintang karena game ini sangatlah bagus untuk semua orang,5,positif
Seruuu bangeeetttttttttttt pokoknya ink😇😇😇😊😊😊,5,positif
kalo ga ada kuota atau gabut main ini bagus dan menarik setiap aku udah pulang sekolah aku main ini game nya menghibur,5,positif
game ini sangat seru dan game ini mengobati rasa bosen aku aku kasih bintang 5,5,positif
"Game nya seru tapi kalo mau beli orang nya harus pakek uang yang kita dapatkan , tapi gak papa game nya tetep seru kok , enak bangett game nya gk pakai wifi / internet mantap sekali game nya 👍👍👍",5,positif
sangat menyenangkan🥳,4,positif
seru,5,positif
epik,5,positif
"bagus sih game nya, cuma skin skin nya menurut ku gak terlalu mahal karena harga segitu pantas untuk tipe game nya karena kita kayak di tantang gitu untuk bisa membeli skin yang kita inginkan👍🏻",5,positif
SERUUuUu!!!!!!!! 😁😁😁😁👍🏻👍🏻👍🏻,5,positif
saya tidak donglod mb nya 137 turunin jadi 50 aja min,1,negatif
game yg seru,5,positif
Gamenya seru Ama aku juga dapat skin bagus semoga update Tan nya lebih banyak skin nya,5,positif
senja 😍😍👍😊 Ok ngaji,5,positif
hay,5,positif
nice,5,positif
Geme sangat epic terus geme nya hd saya udh lama main sejak dari 2019 dan sampai sekarang saya masih geme ini karna selain seru geme ini juga bisa mengisi waktu peluang yah setidaknya Aku suka dengan geme ini Terutuk geme ini maju selalu sukses selalu. Ayok main kan geme ini sekarang juga 🤠,5,positif
gem nya bagus tapi ada beberapa bug yang harus diperbaiki,5,positif
gak seru banget udah dapet karakter banyak tapi ulang lagi sampe 5kali jadi game ini harus diperbaik,3,positif
tolong map-nya jangan ituitu saja bosan,4,positif
gamenya jelek gk lh bercanda bagus gk bikin bosenn,5,positif
mainan ini seru bangettt jdi ku kasih bintang limaa,5,positif
bagus banget buat ngisi masa gabut ini jadi rekomen dasi sih pokoknya 😁😁,5,positif
gem seru ayo dolt pasti suka deh,5,positif
seru,5,positif
aku suka ni game yg developer nya kayak gini langsung di tanggapi dan game nya seru dan aku masih bingung ending nya sampai mana😂,5,positif
untuk hp oppo a5s teman ku tak bisa main geme ini,3,positif
keren,5,positif
game ini enak di. main kan kerana gak pakai paket data gratis,2,negatif
"saat sangat suka permainan nya,,kerna saya kasih binta 4 kerna saya tidk suka lagunya saya harap kalian semua bisa Menganti lagu menjadi lagu DJ DJ tiktok pasti seru apa lagi DJ DJ nya ganti pasti banyak yang minat permainan ini,,sekian makasihhh ❤️🙏🏼",4,positif
bagus dari dulu sampe sekarang tetep bagus:),5,positif
suka bngettt,4,positif
bagus,5,positif
Hebat,5,positif
"game paling baguss menurut sayaa dari duluuu, lanjutkan",5,positif
game sangat bagus,5,positif
nama gema nya subway surfers lumayan banget sangat seru dan tidak mudah emosi gema ini sangat favorit saya yang dari masa kecil sampai dewasa ☺️☺️☺️,5,positif
nunggu ivennya berkerja lama saya sudah terkumpul banyak tapi lama menunggu,3,positif
"bagus, lebih bagus kalo mb nya di turun nin",5,positif
bagus,4,positif
Sangat menyenagkan🥰,5,positif
kalo ada event gitu aku saranin jangan terlalu ramee karna itu buat sekitaran orang hpny ngelag gara² ngelag karakter ny jadi telat respon malahan ga ngrespon tolong d perbaiki dikit,4,positif
"Halo teman teman, kalian tau gak kenapa aku sering main hp, ya karena geme ini sangat seruuu..",5,positif
game nya seru cuman agak lemot dan agak susah geser2nya,4,positif
Gam nya bagus gak bikin setres,5,positif
min tolong benarin udh di download malah kehapus sendiri tolong benerin,1,negatif
permainan yang sangat menarik sekali,5,positif
Bagus,5,positif
Keren itu aja,3,positif
Game yang sangat seru 💯🎉🎉,5,positif
"Gamenya seru banyak tantangan banyak misi tapi ga susah, rekomendasi buat yang pengin game santai coba aja game ini pokonya seru!!!!! Bintang lima buat game subway surfers⭐️⭐️⭐️⭐️⭐️",5,positif
"game legend, tapi sekarang sudah tidak seru lagi",1,negatif
"game nya cukup bagus, tetapi harga karakter nya agak mahal dan harus kumpulin kunci biru, tapi tetep bagus kok",5,positif
bagusan tpi mau aku hpauss😁😁🙏🙏,4,positif
"game nya bagus pake banget,knp aku bisa bilang bagus karna di game ini mengingatkan momen 1 tablet bareng' main sama kakak laki' ku,setiap dia kalah lanjut aku yg main,dan setiap aku kalah lanjut kakak ku yg main,tapi sekarang dia udh kerja dan kita gabisa kayak gitu lagi🥺🥺 miss u broo🤍🥺",5,positif
Game ini sangat menghibur aku suka game ini ⭐⭐⭐⭐⭐,5,positif
game yang sangat bagus aku suka,5,positif
Game nya sangat bagus dan cocok untuk saya yang suka bosan,5,positif
Seru + nostalgia,5,positif
Bagus,3,positif
maaf saya megasih bintang 1,1,negatif
ketika saya memainkan game iniengingatkan saya masa² kecil bersama teman² saya,5,positif
game ini sangat bagus grafik nya,5,positif
berbagai macam di sini paling bagus 🤣🤣,5,positif
Gamenya seruu,5,positif
"game nya bagus bangett aku sukaa waktu ga punya paketan/wifi lagi off bisa main game ini karna gamenya ofline suka banget pokoknya,,ga terlalu banyak iklan juga,,pokoknya buat kalian yang gabut ini cocok deh,,,jadi aku kasih bintang 5",5,positif
Saya tidak bisa mengistal aplikasi ini,1,negatif
seru banget mainnya,4,positif
Gak bisa di UPDATE,1,negatif
keren,5,positif
"jujur ini game seru si mulai dari grafik nyaa yg selalu update jadi nya ga bosen dengan modelan itu"" aja tapi bole ga si kasi saran hehe untuk update berikut nya bikin tema forest dimana ntar di sana klo pepohonan hijau jelas ada ya trs ada bunga"" segar dan ada butterly bertebangan and satu lagi bisa ga ya orang nya kaya cute"" dan gagah? gitu soalnya orang nya itu kaya aneh"" xixixi uda itu aja makasii game nya sangat menghiburr˚˖𓍢🌷✧˚.🎀⋆",5,positif
nggeselin pas Akku keluar 1 jam aj ilang akun ku padahal aku udh dapet. karakter banyak Lo gmee sampah,1,negatif
Saya senang bisa main ini,1,negatif
Game ini sangat bagus,5,positif
Seru gamenya,4,positif
Kagak bisa di download di oppo,1,negatif
Gameya ga seru!!!!!!!!!!!!!!!!!! Tapi bong games ya seru dan aku ga bisa tidur jadi cepet tidur debes emang yang buat gemya kalian harus dowlod palo ga kalian rugi 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰....,5,positif
Bagus sekali permainan ini,5,positif
Permainan subway surfers sangat seru dan gk kalah seru dengan permainan yang lain aku suka banget permainan subway surfers,5,positif
banyak iklan tapi bagus kalo misalnya kita lagi gabut,4,positif
Bagus,5,positif
Saya suka banget dengan permainan ini saya dan teman saya sering memainkan ini btw terimakasih telah meng update jetpack nya jadi saya dan teman saya tidak bosan memainkan nya biar lebih seru mungkin meng kolaborasi kan dengan karakter anime kartun dan yang lucu lucu deh pokoknya. Terima kasih.,5,positif
Games ny sangat bagus tapi kanapa kada ada finis ny,5,positif
ini game gyatt banget sampe² Gweh yg sigma ketagihannnnn,5,positif
bagus banyak eventnya,5,positif
game ini enak sekali mainnya sampe sampe bikin kecanduan -_--_+ok,3,positif
Sangat bagus,5,positif
Baguss,5,positif
keren mainan dari kecil,5,positif
🥰,5,positif
Lumayan bagus,5,positif
game nya bagus soalnya semakin lama semakin cepet,4,positif
dia agak mancet,3,positif
gamenya seru KLO pergi ak pasti main ini plis buat Avatar murah,5,positif
Okelah,5,positif
bAgus,5,positif
bnyak iklan jadi ngak enak mainnya,3,positif
game nya seru,5,positif
bagus,5,positif
seru terus juga aku suka aksi gitu,5,positif
"Bug nya kurang kurangin deh, tau player gratisan ngandelin iklan doang, cuman pas dah nonton iklan mo ngeclaim hadiahnya, hadiahnya gak dapet mana udah nonton semenitan iklannya",2,negatif
permainan ini bisa tanpa wifi,4,positif
gamenya sangat bagus,5,positif
sangat bagus untuk di mainkan kalau lagi bosan,5,positif
Sangat sangat baik sekali👍💓,5,positif
Sama Ama yang di gambar 👍🏼👍🏼,5,positif
Bgs sekali,5,positif
"ok game nya bagus banget tpi susah dapetin kunci, saran saya itu bisa beli kunci pakai koin soalnya koin ku melimpah tapi kunci ku kurang. tolong ditambahin fitur nya yah, kalo ada ntar aku kasih bintang 5",4,positif
Bagus bgt buat main kalau gk ad kouta,5,positif
keren bagus,5,positif
Permainan ini sangat seruu!!!!!,5,positif
gamenya offline juga cara mainnya gak susah dan masih banyak lagi udah begitu aja penilaian dari aku terima kasih,5,positif
Bagus,5,positif
bagus tp gada akhirnya,5,positif
"kebanyakan iklan. terus waktu mau claim reward juga iklan, parahnya lagi malah stuck dan tetep ga bisa di claim rewardnya, terus lagi kalo iklannya selesai malah loading lamaaaaa ga selesai selesai dan akhirnya suaranya juga jadi ikutan ilang kalo ga keluar dulu dari game terus masuk ulang gabakal ada suaranya.",1,negatif
geme nya sangat fres,5,positif
Ok,3,positif
Karena asikkkkk,5,positif
Sya ingin memberi reting 3 untuk aplikasi ini,3,positif
GAME subway surf game yang tidak membosankan saya memain Kanya di saat tidak ada data/wifi,4,positif
bagus bgt,5,positif
killing time game,5,positif
Sangat bagus,5,positif
"Tolong bantu saya untuk update versi terbaru, terimakasih",5,positif
Kenapa setelah update meame saya yang sebelumnya jadi gak ada??,1,negatif
dulu mah ini empe 23 kok jadi naik eb ya,1,negatif
bagusss poll😆,5,positif
bagus,5,positif
terlalu banyak iklan dan keti mulai permainan sangat lambat,3,positif
permainan nya seru banget,5,positif
gk bosenin bgt,5,positif
Bagus karena offline dan kalo lagi gabut enak,4,positif
Mb nya terlalu besar,1,negatif
Game mya nggak seru,1,negatif
seru,5,positif
Gem nya sangat seru,4,positif
enga bisa kase bintang 1,1,negatif
Bagus,5,positif
gem ya bagus sekali bisa di mainin kalo tidak punya data aku kasih bintang lima,5,positif
seruuu,5,positif
Sekarang syq tidak lihat tiktok karena ada game ini sangat seru dikejar polisi india,5,positif
Bagus tapi setiap kalah iklannn,3,positif
wah bagus banget aku nostalgia sama hp mamaku bagus banget,5,positif
enak banget buat mainan soalnya bikin adem,5,positif
"GW JAGOOO KLO MAIN INII SAMPE G BERHENTI""POKOKNY STAYY TRSS DI GAME INIIII BISTIII🪼🪼🎀🎀",5,positif
"game nya seru, favorit saya dari umur 4 tahun",5,positif
Geme ini sangat seru,4,positif
Seru gak gabut,5,positif
game ny it seru sih tpibgk kyk dlu,5,positif
Bagus banget,5,positif
"bagus game nya semangat walaupun jadul, trus eventnya dikasih event indonesia dong biar gak event yang lain",4,positif
GOOD,5,positif
"Mantap,seru",5,positif
Game nya menarik dan bagus. Bisa dimainkan ketika tidak ada sinyal. Tapi andai saja aku bisa kembali ke akun yang dulu hehe.,4,positif
Bagus,5,positif
game nya sangat bagus,5,positif
Permainan ini sangat bagus tapi ada yg kurang yaitu 1 ada iklannya 2 gem nya juga kurang pas maaf jika ada yg salah dalam menulis tolong di perbaiki lagi gemnya 🙏🙏🙏🙏........,4,positif
game nya sangat bagus sekalih dan sangat seru serta kita bisa berkonsentrasi dalam permainan ini,5,positif
nostalgia game 😘,5,positif
"bikin akun fungsinya buat apa? masa susah susah grading character hilang cuma gara gara kehapus apknya, padahal udah login GooglePlay ama Facebook",1,negatif
Gem nya seru tapi ada kesalahan sedikit kenapa harus Nung gu Binta baru bisa main akun lain gitu,4,positif
"Yang terhormat Sybo games ,developer game ini ,saya minta tolong,untuk memperbaiki game ini.Misalnya ada beberapa kontennya masih menggunakan microtracsanstion.Saya minta tolong untuk mengubahnya dengan cara menonton iklan.Atau kelemotan pada game ini.Misal baru selesai menonton iklan ,tiba tiba hadiah yang didapat misal aku dapat 2 kunci tapi tidak bertambah.Tolong diperbaiki bugnya ininya ya Sybo Games.",5,positif
game yang sangat bagus dan oke lah buat download karena udah pernah nyoba dari kecil buat main,5,positif
Ya bagus,5,positif
kurang menarik lumayan,1,negatif
bagus gamenya👍,5,positif
karena bisa dimainkan offline,5,positif
sangat bagus,5,positif
Seru bgt permainannya aku suka 👍👍👍👍👍👍👍👍👍👍👍👍,5,positif
"baguss 👍, melatih ke fokusan",4,positif
akun aku ilang,1,negatif
BAGUSSS bgt,5,positif
bagus banget ga coba ru gi,5,positif
Bagus sekali untuk kita semua tapi aku mohon jangan ada iklan,5,positif
asik+menantang,5,positif
Sangat bagus dan seru,4,positif
Bagus seru,1,negatif
yaudah,1,negatif
This hame is Legend i like it so much 👌👌👌👌,5,positif
mantap betul,5,positif
𝙗𝙖𝙜𝙪𝙨 𝙜𝙖𝙢𝙚 𝙣𝙮𝙖,4,positif
Seru,5,positif
Kenapa permainannya ngelek ngelek kek gini,3,positif
Hiburan,5,positif
gamenya bagus,5,positif
Game nya burik sekali jadi saya kasih bintang 5,5,positif
Permainan yg sangat seru,5,positif
👍,5,positif
Gamenya gak jelas makanya aku kasih anu bintang 1,1,negatif
Gw udah mati,1,negatif
Jelek aplikasinya eror.,1,negatif
keren bgt game bisa di mainin pas gabutt,4,positif
Kalau sudah 100% lama bgt koh,1,negatif
Seru,5,positif
Menyenangkan!😆😉👍,5,positif
aku selalu heppi kalau main ini saat aku galau dan banyak masalah,5,positif
👍🏼👍🏼👍🏼,5,positif
Seru Tapi ada pembaruan,5,positif
Best game,5,positif
"Keren pol, krn offline permainan nya juga bagus gambar nya jelas banget🥳🥳🥳🥳",5,positif
"This game is good, but the event daily system doesnt makes sense, marathon and daily top record should be have the same record! so we don't need to play twice (2m run marathon and 1m daily) to claim marathon and daily reward.",2,negatif
game ini seru banget dan stiap bosen aku main game ini dan saya stuju didunia ini hanya game subway yang nagus seru asik dan seneng banget trimakaasih😍😍😍😍😍😍😍😍😍😍😍,5,positif
seru,4,positif
Sangatlah bagus,5,positif
when i'm bored i will play this because it's fun,5,positif
Aplikasi nya bagus tidak membosan kan,5,positif
seru makin lama maki cpet,5,positif
Karna permainan nya seru,4,positif
Permainannya bagus banget🤩,5,positif
Bagus bangett,5,positif
good,5,positif
Lumayan buat ngilangin gabut mah,4,positif
Game ini dapat menghibur kita,5,positif
Permainan nya bagus banget terus seru,5,positif
Assalamualaikum. Hadir ka. Ini game nya Bagus Trs Seru Buat Diliat. Aku kasih Bintang 4 Krna Manusianya suka Eror maaf🙏🏻🙏🏻😊,4,positif
seru sekali,5,positif
Game makin jelek udh di simpan akunnya di google tetap aja ilang udh sampai 5 jt juga skor nya udh dapat medali diamond juga jadi tolong napa akun lama itu bisa di mainkan lagi,1,negatif
Keren 😎,5,positif
bagus,5,positif
⍴ᥱrmᥲіᥒᥒᥲᥒ іᥒі ძᥲ⍴ᥲ𝗍 mᥱᥣᥲ𝗍іһ kᥱ𝖿᥆kᥙsᥲᥒ kі𝗍ᥲ✨💥,5,positif
bgs sekali,5,positif
Sangat seru sekalii,5,positif
good,5,positif
Geme nya bagus,5,positif
aku. suka. sama. su 😀bway. surfers. bagus,2,negatif
Its crazy games its so beautiful,5,positif
Bagus,4,positif
Pokoknya mantap klo gda paketan main ini aja ga gampang bosen 👍,5,positif
Serusekqli permainan ini,5,positif
Seru sekali!!,4,positif
Kok perangkat ku tidak kompatibel,1,negatif
Baguss banget buat aku soalnya kalok puasa aku gabut terus bisa main inii,5,positif
Sangat bagus gamenya harusnya ditambahin yang ada rintangan seperti gak boleh kenak lantai harus cari jalan keluar dan kabur dari monster,5,positif
game ini seru aku jadi ketagihan main game ini pokonya seru deh 😘😘,5,positif
seru banget sih game ini aku suka sangat menghibur,5,positif
SANGAT BAGUSS 👍👍🤩🤩🤩,5,positif
tolong jangan adain game ini di hapymod pliss,3,positif
Bagusss bangt minnn ^^,5,positif
"game yg menemaniku dari umur 4 tahun, sekarang udah 16 tahun👾",5,positif
Wetu banget gamenya...bisa online.....bisa offline...gak ada iklan ....😘😘🥰🥰asyik,5,positif
Permainan nya ga ngebosenin Seruuuu!!!!,5,positif
Saya suka dengan GAME ini,5,positif
Karen bgt game ya yang Dulu Bangkit lagi wow,5,positif
Bagus👍,4,positif
Sangat bagus game ini,5,positif
Game burikkkkkkkk,1,negatif
y sangat bagus,4,positif
"bagus, kata mamah",5,positif
Game nya bagus banget,5,positif
Game yg sangat menarik,5,positif
Mantap,5,positif
"dan yap, game nya bagus:)",5,positif
kan udah menginstal tapi kok di cek lagi baru 5 padahal udah seratus👎🏻👎🏻🙍😡,1,negatif
Bagus Betul,5,positif
Iya seruu,5,positif
Games ya gratis gais buruan download gais 👍🏽,5,positif
Luamauyan sih kalo buat main,2,negatif
"Gamenya seru, bagus banget saya dan suami saya Suka main game ini",5,positif
Bgs bgt luvv bgt pkokny,5,positif
"Game nya cocok banget untuk main secara bergantian kalau kalah gantian sama temen atau apa mungkin, dan game nya cocok buat anda saya kasih Rating 5 , dan game nya seru banget,dan kalian harus coba game ini.",5,positif
Walau pun ini geme nya sudh lama masih seruu bngtt. Keren sihh,5,positif
Seru terus game nya offline,5,positif
Permainan seru banget sih aku suka kalian jangan lupa download aku juga sampai rekor 2 juta aku juga nggak apa ya guys nggak nyangka sih kalau aku sampai 2 juta hari ini aku juga bisa beli skin-skin yang lain yang seru pokoknya jangan lupa download ya guys ini permainan super bintang 5 banget ini sumpah bintang 5 bintang yang bikin seru banget sini tapi agak cepet sih yang aku nggak suka tapi seru 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻🥰🥰🥰😘🥰😘🥰😘😘🥰,5,positif
Nice dream,5,positif
gamenya bagus! aku sangat suka memainkannya!,5,positif
My Laiket,5,positif
Bikin asik game nya,4,positif
Oke punya,5,positif
mantap,5,positif
Untuk developer makasih udah bikin game seperti ini soalnya seru dan gak bosenin buat yang gabut ini cocok udah bagus gratis pula semangat terus developer 💪💪,5,positif
Keren bahkan karakter nya gk berubah,5,positif
Mantep game nya cocok buat ngeread,5,positif
Aku sangat suka,5,positif
bagi saya cuma game ini yang lebih spesifik dan memuaskan,5,positif
Gg bet ni gem kalo keluar bisa main ini gem,5,positif
Gamennya seru banget,5,positif
Seru sih tapi harus fokus beneran,5,positif
"bgus, sdikit ngeselin, gr gr udh nyetak rekor sampe 300an, *klo gw kalah, pake iklan, dn tb tb game ny restart, jdi ilang dah rekor gw, tpi gw bomad, cuma game utk have fun, knp harus emosi?, au dah intinya bgus ni game",4,positif
Game nya bagus tapi aku mau jujur sebenarnya aku ingin sybo membuat subway surfers versi jalan raya sibuk (namanya :road higway city ),4,positif
wow sangat bagus bjirr,5,positif
keren bgt gila,5,positif
"Game nya bagus, offline lagi grafik nya hd realistis makin updatetan nya😗😗. Tapi hanya kurang satu gak bisa ganti nama player tolong ya buat develover nya di perbaiki bug nya🙏🙏",5,positif
I love this game sm,5,positif
lumayan lah grafik nya lumayan aku suka game jadul ini,5,positif
Good,5,positif
Game nya bagus banget,4,positif
Geme yang bagus sekali,5,positif
bagus game nya dan bikin anak' betah dj rumah,5,positif
game nya seru rawrrr,5,positif
Gak ada alasan lain pokok nya game nomer 1 nostalgia dan terimakasih atas game terkeren di dunia ♥️♥️♥️♥️♥️💯💯🤩🤩🤩🤩,5,positif
Bagus baget jir,5,positif
Seruh bgt tapi nge leg dikit gak ngaruh kan,5,positif
game nya bagus banget buat gabut,5,positif
semangat,5,positif
kalo gabut sering main itu.dan seru banget,5,positif
Game subway surf memang sangat menyenangkan dan seru dan asik,5,positif
bagus banget,5,positif
Ini game seru banget serius plis subway bisa castem nama gaknya seolah olah kita lagi cari nama kita 😭,5,positif
permainan dari kecil bagus tapi cuman lagunya aja ganti jadi gak seru,5,positif
aplikasi yang baguss tapi akuuu bingung mau kasih kata kata apalagi,5,positif
Game ny seru banget,4,positif
Bagus sekali 💥,5,positif
game nya bagus banyak karakternya dll aku kasih 5 bintang,5,positif
Suka.tapi minus nya lari nya tambah pelan,4,positif
"permain ini sangat menyenangkan sekali,seru pokonya serup",5,positif
seru pol apalagi dapet gift nya segampang itu,5,positif
apik,5,positif
saya hanya memberikan bintang 3 karana saya tidak bisa ikutan lomba lari,2,negatif
