content,score,label
banyak yg ngetroll,5,positif
bagus,5,positif
good🤝,5,positif
matchmaking yang gk seimbang sering dapet tim gak guna terus dapet musuh jago mending gk usah di download,1,negatif
"Ini game gak ada perbaikin dari dulu sampe sekarang soal pembagaian roal player, dan sistem matchi pemqin yqng masih sampah. Mending main valoran dah. game tolol udah season berapa sekarang masih kaya gini sitim maching tolol lu",1,negatif
"Skin starlight Fest banyak yang belum keluar dari 2018 hanya sampai di 2022, dan sedangkan skin Angela starlight Fest 2023 belum keluar, maka jadinya poin starlight jadi tidak berguna, padahal semua sudah terbeli, mohon dikeluarkan, terimakasih.",1,negatif
bagus cuman bisa di. murahin Hero nya gkk plisss🙏🙏🙏🙏,5,positif
game bagus banyak event.tapi ini matcmaking nya rusak.tiap saya main banyak kalah dari padam menangnya.dikasih tim rank rendah terus gak bisa main.dikasih lawan mantan IMO glory honor udah pada tau main.susah buat menang.lau kalah tiap main.dikasih tim indiot,5,positif
seru,5,positif
Bagus banget,5,positif
game kikir,5,positif
👍,5,positif
kasih gw lawan pro Players,5,positif
game sampah,1,negatif
game rusak udah maen bner bner malah d satukan sama pemain drak sistem emang parah setres maen juga ga ada hepan hepan yah yang ada setresp,1,negatif
"heh moonton ini gw kasih bintang 3 karena alu ga di buff,tolong dalam masa ULTI dia kebal CC biar op",3,positif
stress aku cok mainin Game ini dari pagi sampai siang gak naik naik bintang ku selalu di kasi tim gak jelas 😩😩😩,2,negatif
"game banyak bug mulai dri bug jaringan bug draf pick cheat di mana""",1,negatif
Sangat ramah bintang 5,5,positif
mantap tapi kredit scor nya enga asik,5,positif
cacat di musuh jago di tim isinya beban semua,1,negatif
"suka banget sinyalnya ngeleg"" padahal hijau tapi malah macet"", sinyal saya pun penuh bagus tapi kenapa msh ngeleg"" ya? tolong di benerin dong moonton untuk masalah sinyal ini",1,negatif
"game rusak, jaringan bagus di dalam game leg",1,negatif
mantap utk menghabiskan waktu luang 👍👍👍😊,5,positif
selalu AFK sinyal minim,1,negatif
"sorry tapi skrng ml ga jelas. Lebih bagus sebelah yang rumputnya ga sebanyak itu. Dulu perasaan jadi gold laner mati cuma 5 kali, skrng bisa 8 kali gara-gara sistem yang ga adil + ga ngotak. Otw pindah game ke sebelah aja ni",1,negatif
game terppopuler,5,positif
Sering dpt team yg tidak seimbang klo habis menang,1,negatif
"game sampa, buat player baru mending jangan download game sampah ini",1,negatif
makin hari makin ribet peraturan nya,1,negatif
gak pernah bosen,5,positif
game nya bagus,5,positif
weh gw dah losetrek 10x ga di kasih menang padahal di legend gw pakai akun kecil moonton plis gw pen winstreak,2,negatif
Bagus,5,positif
kenapa kalo main solo harus ketemu tim sistem gelap,1,negatif
game ga jls player kek anomali semua,1,negatif
heran makin kesini team 1 v sq pensi lah capek,1,negatif
tolong jaringan di fokuskan dan jugak tolong di perhatikan di dalam gem banyak cht jaringan lawan... tiba jumpa musuh ngelek² dan jugak seperti di permainkan.. kalau begini terus menerus pasti ya makin berkurang peminat ml.. terimakasi dari saya ulasan.,1,negatif
game babi,1,negatif
"Semakin lama,semakin ngaur ini game,pembagian tim dengan tim musuh tidak seimbang,bahkan bisa setim sama bot,apaan coba maksudnya di kasih setim sama bot,oi Bambang kita main buat kesenangan,bukan buat Nambah stress,game aneh,game rusak,jaringan bagus pun ngelaq saat war.",1,negatif
alasan aku uinstal game ini karana di kasih tim yg ga seimbang oon mulu dpt tim bego,1,negatif
good game,5,positif
sangat bagus untuk dimainkan,5,positif
Tim berat sebelah,1,negatif
sangat bgus,5,positif
mantap,5,positif
game bikin stress anj emang,1,negatif
terlalu suka dengan game ini,5,positif
Bagus,5,positif
"Jaringan benerin dulu dongo, jangan sok²an collab sana sini dulu, jaringan benerin dulu dah, masalahnya bukan cuma 1 player yang nge lag tapi semua player yang sedang tanding, ini udah banyak yang ngalamin, lama² sepi game lu gua sumpahin bakalan bangkrut kalo kayak gini terus.",1,negatif
keren,5,positif
GAME YG ISINYA CM MAGIC DUST DAN PEMBAGIAN TIM YG GA IMBANG BANGET.. mgkin saatnya melirik ke HOK,1,negatif
tolong lah monton banyak cit leg benerin lah wifi lancar di game leg parah gimana ini,1,negatif
sekarang lag² mulu padahal Uda pakai wifi,1,negatif
"game rusak,mau nge and tiba tiba lag semua,, moonton rusak",1,negatif
"aku rank epic 3 sekali kalah langsung epic 5 padahal aku susah naikin rank nya,buat moonton perbaikin ml nyaa",3,positif
hapus pemilihan di loby montonnnnn,2,negatif
match making so freek,1,negatif
dark sistemnya dikurangin lah cape ls 7x,3,positif
moonton bbi,1,negatif
dah muak gwe dgn sistemnya,1,negatif
tolong beri saya ws sampe imo cape lostrek muluu ketemu tim ga ngotakk,1,negatif
gameee apaan nihh sampe stress main game ini,1,negatif
game nya ramah (⁠•⁠‿⁠•⁠),5,positif
baik,5,positif
"Sumpah, sistem matchmaking Mobile Legends BENER-BENER SAMPAH! Setiap kali mau naik dari EPIC 1 ke LEGEND, SELALU dikasih tim yang isinya EPIC 4 yang mainnya asal-asalan! Kalian ini gimana sih Moonton?! Matchmaking NGGAK MASUK AKAL, bikin frustasi, dan jelas-jelas TIDAK ADIL! Main serius tapi selalu dijatuhkan sama sistemnya sendiri! Kalau nggak ada perbaikan, game ini BUKAN LAYAK DAPAT BINTANG, TAPI LAYAK DITINGGALKAN! Fix, rating satu ini bahkan KEBANYAKAN! 👎",1,negatif
bagus bagus sih tapi tolong gak usah ada yang pakai cit yaa,5,positif
"Mach Maming GK logis main solo setim Ama legend abadi tapi musuh Mabar rank nya pun mantan imortal, dan sering banget kek gitu",1,negatif
tolong dong montoon jangan kasi tim bot Mulu musuh nya gg kan gua jadi emosi gini karna kalah mulu,1,negatif
memuaskan,5,positif
game ini tidak baik untuk orang yg mentalnya lemah ya gez,1,negatif
game ga jelas bikin orang stres,1,negatif
makin di update makin gk jelas padahal jaringan bagus tapi pas sdh dalam pertandingan jadi lag dan juga sering dapat tim yg gk jelas pula makanya jadi malas untuk bermain,1,negatif
"makin ga jelas ni mobile legend banyak bot main ketika di rank di cek profile ga ada statusnya, game rusak udah main 6 tahun ga makin bagus makin busuk aja beda sama game sebelah saat nya pindah game",1,negatif
Fiturn laning bosokkk.... draksistem,1,negatif
gak jelas main dapet tim trol mulu,1,negatif
Team nya dongo banyak dark system,2,negatif
leg bug banyak kurangya,1,negatif
"game bagus tapi jaringan nya error terus, gimana main tenang kalo di tengah pertandingan jaringan sering error",4,positif
"perbaiki noh bug nya, ngeleg mulu kalo lagi main. padahal jaringan bagus bagus aja loh tapi pas war anjayy ga bisa gerak 😹",1,negatif
kalo bisa jangan kasih tim nya yg beban,5,positif
tolong fix bug ya moonton apalah parah bener,5,positif
ok,3,positif
pantes ga laku,1,negatif
dark sistem terossss sempak,1,negatif
mantap,5,positif
makin besar saja,1,negatif
"game nya lumayan tapi, perbaikin sedikit yang ada bugnya padahal jaringan bagus bagus tapi ngeleg sekali pas di dalam game",4,positif
Game ini sangat bagus bisa membentuk kerja sama tim kita jangan lupa download ya guys 😋😋,5,positif
woyy muntun tolong sinyal nyaa ngelek parah udah ganti kartu brpa kali ttp aja ngelek tolong muntunn trus jangn kasih drak sistem sekalian Miya nya tolong tambahin demeg 🙏🙏,5,positif
game slot di kasih menang cuman 2 kali kalah nya bisa 10 kali,1,negatif
moonton banyak bug Ama lose Mulu,1,negatif
1 gem nya bagus musuh nya juga gampang gampang,5,positif
match making nya ga seimbang,1,negatif
menurut saya ini adalah game moba terburuk yang saya mainin karna tidak ke seimbangan pembagian tim,1,negatif
bagus sekali kaka saya dan saya suka sekali lost streak slalu sja kalah rasanya ingin oensi....,5,positif
game nya seru banget bikin setres dikit,5,positif
gamer taekkk,1,negatif
Game Sangat Seru Tapi Saya Tidak Pernah Naik Ke Matic,5,positif
seru sekali,5,positif
match kebanyakan satu tim ma bot,1,negatif
"game gak mutu, gajelas pokok e",1,negatif
game bagu sekali ini game moba yg paling pertama kali aku main,5,positif
gm nya banyak draksistem masa di kasih tim ngetrol,1,negatif
bgus,5,positif
di kasih menang kalah Mulu anj,1,negatif
good,4,positif
"kalo solo ya cari team ama musuh yg solo juga ini malah ketemu trio atau ngk duo masih mending kalo jago, ini dapet bodoh semua. matchmaking adil darimana nya itu pikir otak sikit",1,negatif
darksistem pilih kasih gua lose streak,1,negatif
ini tolong saya di beri winstreak,5,positif
"benerin npa game lu delay parah gitu padahal sinyal bgus+hp dukung, lama"" gajelas klo update banyak bug",1,negatif
"banyak yg ngetrol ,aku males main jadinya ,aku yg dapet coklat, team ngak mau bantu,Suka ngatain orang,banyak lagi dah moonton 🥰",1,negatif
"ping jaringan ijo pas d lobby, eh pas game nya lag parah, tolong segera ada perbaikan",1,negatif
anak saya pukul pukul kepalanya karna kalah Mulu kepalanya sampai pingsan r,1,negatif
sangat menyenangkan dan sangat menghibur,5,positif
jangan main game ini kalo ga mau setres ya,1,negatif
bnyak bug gaje,1,negatif
mantap,1,negatif
"tolong benerin segi sinyal, segi Tim, maupun segi musuh kalau dari segi sinyal, sinyal suka putus-putus, suka ngelag, dan suka patah-patah padahal saya pakai wifi dan wifi saya tidak rusak soalnya di pakai main game lain dan lihat Youtuber bisa. dan dari segi musuh tolong benerin juga soalnya musuhnya susah perasaan pas tahun 2022 gak susah musuh dan gampang tapi sekarang kok susah tolong kasih musuh yang adil dan dari segi Tim tolong kasih tim yang benar dan tidak beban semoga dibenerin.",2,negatif
kasih team tuh yang sesuai moontod tolol,1,negatif
"Bintang satu saja game aneh tambah lama tambah ngawur,,banyak cheater,banyak juga player yg dark system....GAME JELEK mending main Honor Of King",1,negatif
mantaaaaappp,5,positif
game buruk 🤮🤮🤮🤮 sinyal bagus hp bagus tapi sinyal di game merah gajelas,1,negatif
jos,5,positif
game kontolllllllllll aku main dapat tim kek taii selaluu aja dapat tim bott aku main selalu gendong musuh nya kont😠,3,positif
bagus tapi sekali di hapus bakal Hero yang bulin,5,positif
sangat bagus,5,positif
banyak dark sistem,1,negatif
GAME RUSAK,1,negatif
"klo carikan lawan yg setara, ini ngk, teman di kasih BOT mulu musuh jago jago, mikir lah bikin emosi aja, coba di pantau klo punya usah mau bangkrut kah bikin usaha seenaknya, masa menang cuman sekali kalah berkali kali, gw dapat gold dan MVP menandakan teman itu ngk bener mainnya, di pantau lah jgn cuman banyak notifikasi kami akan begini begitu tpi tindakan ngk ada sama sekali kocak!!!",1,negatif
moonton kno akun gw di band gw gk ada make chet woyyy,1,negatif
sistem match making ny bner in lah tolol,1,negatif
"konto|, memeg, bangs4t, Adain fitur lock role kek biar gak berebut 🐶",1,negatif
"Game ya saya suka tapi tolong musuh itu pro² tapi tim gw drack sistem tolong la moonton apa, kasih event diamond kuning",1,negatif
1 bintan pantas pantas,1,negatif
coin nya gabisa di tarik ke dana apa?,2,negatif
"Saya bukan siapa siapa, tapi saya selaku pengguna hero vale sedikit kecewa karena mendapatkan skin gara gratis. alasan : 1. merasa tidak bangga ketika mendapatkan skinnya. 2. darri triler efek skin gara sangat tidak memuaskan (karena gratis) 🙏🏻🙏🏻🙏🏻",1,negatif
saya suka,5,positif
"game nya bagus tapi ada satu kemdala yang membuat kurang nyaman saat main ,yaitu jaringan warna hijau tetapi serasa warna merah ,mohon untuk segera di perbaiki 🙏",5,positif
game ramah,5,positif
game ini sangat membuat saya bahagia dan happy 😁😁,1,negatif
"game rusak, matchmaking ga masuk akal",1,negatif
Sinyal leg terus,1,negatif
matchmakingnya ngaco,1,negatif
ML tuh game taiikk kalean yang ga kuat mental mending jangan download game tolol poke ytimm,1,negatif
game terbaik,1,negatif
game sampah lose Mulu,1,negatif
mantap,5,positif
menghibur,5,positif
"nee montoon makin lama makin gk seru, masak selalu main rank jumpa tim nya player baru semua",1,negatif
karena make ai art,1,negatif
"game gac jelas kek yang buat,game b2",1,negatif
main 2 jam cuma dapat hikmahnya aja.. makin kesini makin males aja main ml dapat tim beban terus,1,negatif
gaada alasan,5,positif
"setiap perkataan kasar dan di laporkan hanya akan di mute 1 hari seharusnya selamanya sih minimal 1 tahun di mute, hanya membuat mental akal sehat rusak aja ni game, ga ada sisi baiknya di setiap quick chat!",1,negatif
"Sering kalah mulu, player nya toxic,",1,negatif
game bagus dan ramah🥰🥰🥰🥰🥰,5,positif
main ml,5,positif
"gw mau coba kasi bintang lima siapa tw lawan nya bot yakan , capek gw sama dark sistem",5,positif
gua dapat tim drak sistem terus ke mana ni,1,negatif
aden main ml mecari kesenangan tapi malah di kasih tim tolol \ drak sistem,1,negatif
yah sedikit menyukai.,3,positif
SANGAT MENYENANGKAN UNTUK SAYA KARENA SAYA ANAK YANG KESEPIAN KARENA KE DUA ORANG TUA SAYA TELAH MENINGGAL JADI SAYA MEMUTUSKAN UNTUK BERMAIN GAME TERBAIK SEPANJANG MASA YAITU MOBILE LEGEND BANG BANG😗,5,positif
saya sangat menyukai mlbb karna Sangat menyenangkan saat di main kan,5,positif
"Game scam, ga ada keadilan sama sekali musuh kaya party team nya BOT",1,negatif
game banyak leg Nya parah uninstal deh cape maaf,1,negatif
oke bae,5,positif
"hade pisan ie game euyy rea anu maena kabeh babaturan urang ge maraen , ngan hanjakal sok ngagaraik mun eleh teh🤣🤣🤣",5,positif
"semakin update sering lag tiba tiba padahal jaringan lancar lancar aja, bagus banget sumpah",1,negatif
game tolo,1,negatif
gamenya berbahaya sekali AFK pasti tidak bisa main lagi kalo sudah 67 hari,1,negatif
mantap,5,positif
kalo kasih tim yang bener napa tolong lose mulu bot tim nya,1,negatif
sangat bagus,5,positif
bagus moonton 👏👏,5,positif
udah hampir 12 kali losetreak maksudnya apa ini? sengaja begitu kah? kasih team epic abadi terus,1,negatif
ubah ae terus settingan gw. game dongo,1,negatif
"Gimana sih moonton,kau itu gak bisa ngebedain mana yang afk mana yang jaringan buruk,masa jaringan buruk kena hukum juga dan gua pengen hero ml old d kembaliin agar vibesnya kerasa kaya dulu lagi.walaupun kalah berkali2 tapi doktrinnya kuat pengen main terus beda sama yang sekarang doktrinnya udah lemah main 2 kalau kalah udah jenuh,kalau d biarin terus ml bakalan cepat d lupakan sama player old maupun new.game mobaile legend sekarang itu ampas.skin 90% sedangkan kualitas gamenya 10%.",1,negatif
SUSAH DOWNLOAD DATA DIPERSULIT,1,negatif
game sangat bagus terima kasih telah menghibur,5,positif
KALO BISA YANG NGETROLL DI BUAT SANGSI 1 MINGGU TIDAK MAIN. TIDAKGUNA HANYA PENGURANGAN 3 POIN. Games bikin SAKIT KEPALA,2,negatif
sangat buruk moonton nya iseng,2,negatif
Game sampah lose streak mulu,1,negatif
monton plis kasih musuh yang mudah mudah ajah,5,positif
"GAME DENGAN MATCHMAKING PALING TDK SEIMBANG, SETELAH UPDATE SELALU NGELAG, BANYAK CHEATER MAP HACK DLL. SETIAP BERMAIN KETEMU PLAYER TROLL, WALAUPUN ADA FITUR REPORT TAPI SAMA SEKALI GA BERGUNA !!!",1,negatif
"tolong bag nya di perbaiki , kadang kita main jaringan merah padahal data/wifi nya lancar, dan juga tolong kasih tim jangan yang drak sistem/beban🙏",2,negatif
"bisa gak sih jngan tambahin hal tidak berguna seperti ( Bang bang card ) ganggu bner kaya iklan,, mana hadiahnya GK menarik lagi! semakin lama semakin dungu ni pengurus moba lagends",1,negatif
mayann tapi kalo main solo keknya aga susah,4,positif
dapat tim beban terus,1,negatif
game rusak snyal bagus tp di in game lag cheat sinyal apa emang dari ni game sumpah kcewa bet,1,negatif
mantap,5,positif
"woy min,ini ml rusak apa gimane, soalnya gua main sering lag Mulu dah,mohon di benerin min",5,positif
game MOBA mantap,5,positif
game sangat buruk sekali,1,negatif
good cmn gratisan ny kurang bnyak,5,positif
"mobile legend semnjak banyak yang main makin gajelas kadang ngeleg pas main,pegel² aku tak maen pou aja,klo gak terima parani ae nang omahku this is surabaya utara",1,negatif
"Pintar Sekalipun Main Game ini, tetap juga Tdk hoki. Makin Hari game ini Memilah milah. Makin tdk Jelas. Untung Ada FF Saingan loh Monton Lolos maki hari Kagag Ngerti ini game, busuk. Kita pake data Lelet, pake Wafi lelet. Sementara HP Ram 8. Disaat war kita detik detik Mau menang Sering di lelet kan.",5,positif
bagus sihh tapi tolong lebih bener ngasih musuh nya yaaa ah pokoknya lebih pas sin aja kalo soal musuh,1,negatif
game apa ini parah bangett gajelas,1,negatif
"Sudah waktunya uninstal mobile legend, servernya game sdah lag parah. tidak ada perubahan sma skali. parah sumpah. ML payah sekarang ini.",1,negatif
tolong lah ye jadi developer tu liat pemainnya. tolong kalo match matching tu diperhatikan rank rank player nya biar g terlalu jauh ketemunya. jangan pentingin cuman ae lu,1,negatif
kasih lawan tuh yang gampang jangan yang susah,1,negatif
setiap mau naik legend apa mythick pasti dikasi darksystem pasti akun gua ilang,1,negatif
"gem gak guna bikin orang setres buang buang waktu . jangan coba coba donglot gem ini , lebih baik donglot hok.",1,negatif
agak gila tapi gpp saya suka,5,positif
"TOLONG SAYA KETIKA MAIN SELALU KALAH ,MOONTON TOLONG PERBAIKI MEKANISME GAME NYA SAYA WS 8 KALI KALAH 10 KALI TOLONG DIPERBAIKI SAYA MAU PINDAH AJA KALAJ TRUS SEPERTI ITU KE GAME SEBELAH BOSEN SAYA DIKASI DARK SISTEM KEK GITU TOLONG DIPERBAIKI!!!",1,negatif
saya sangatbsuka,5,positif
Bagus Enak dimainin,5,positif
game Sukak laq/ ngebug game rusak,1,negatif
terlalu banyak aksi aja suruh nunggu 6 jam hadehh jadi ga dapet kode rendem 😒😒,5,positif
ngasih lawan gak setara dasar² montoon GAJELAS,1,negatif
dasar game anjinx makin k sini makin ke anjinx ... server seting player solo ke anjinx ... dasar game sampah,1,negatif
gamenya g seru dikasih dark sistem Mulu sampe losetreak 8 kali game sangat buruk mohon untuk dipertimbangkan lagi.kalian jangan download game ini nanti menyesal,1,negatif
seruu tapi bikin stress,5,positif
karena barats saya sudah ulti dan ada tulisan kenal crowd control tetapi masih kena crowd control,1,negatif
banyakin lagi hadiah spin nya,5,positif
game poke,1,negatif
bagus dan sangat bagus,5,positif
game nya isinya bocah maksa main,1,negatif
banyak yg nge trol,1,negatif
"sekarang sering lag klo lahi war, kaya ada cheater",1,negatif
permainan ini sangat bagus untuk kita bisa Mabar sama temen kita dan Hiro nya sangat banyak sekali dan kita bisa menaiki Reng kita,5,positif
game gak imbang tutor bikin game imbang kek HOK,1,negatif
nerf zhuxin,1,negatif
game mahakarya yg bagus tapi darksistem dimusnahkan,5,positif
matchmakingnya gk seimbang lawan lebih kuat kawan dibuat bot banyak yg ngetroll jng download mendingan,1,negatif
"mainn rank darii kemarinn kalahh muluu dapett timm yangg ngetroll terus, muntun kasii akuu timm yangg jagoo laaa☹☹",2,negatif
banyak beban,1,negatif
"WE COK MOONTON, AYOLAH COK MESKIPUN CLASIC TAPI KASI TIM AMA LAWAN YANG FAIR LAH, MASA GW MYTIC KETEMU TIK GM ELIT MASTER COK",1,negatif
bug jaringan lag benerin dulu cill baru colab kocak,1,negatif
"game ini bagus, dan grafik hd, memiliki pengalaman menyenangkan, tapi banyak lostreak, musuh yang terlalu pro player, saat main bersama teman, musuh berasa immortal padahal saya masih stuck legend",3,positif
menghibur skill terpendam dan bakat dalam mengungkapkan perasaan,5,positif
montoon ini knp gk bisa masuk nih ah elah,1,negatif
itu bug jaringan benerin kolab aja terus bisa jaringan kaga di bnerin aneh pdhal sinyal baek2 aja main game online lain lah ini main moba aneh ngelag parah anehh,1,negatif
emang ya HOK lebih baik dari pada ml sekarang ml udah ngebosenin,1,negatif
seru baget gamenya dan saya sangat suka coba kalian mainin pasti seru keren monoton👍🏻👍🏻👍🏻👍🏻,5,positif
Seru banget game nya dan saya sangat suka coba kalian mainnin pasti seruu keren Moonton 👍👍👍👍,5,positif
game gajelas lag mulu,1,negatif
semoga ml bangkrut gw kena kutukan di legend setiap match gw mvp tapi selalu di gagalin menang sama dark system,1,negatif
Grab II and I'm still waiting,5,positif
game yang sangat tidak layak dimainkan karena semua playernya adalah KOMPUTER,1,negatif
darkkkk sistemmmm eeee malassss,1,negatif
"kenapa selalu di kasih tim jelek,sedangkan tim lawan bagus bagus semua,ayolah moontoon jangan kasih dark sistem aku sudah main bagus tapi tim nya gk,jangan di mainin",1,negatif
"baru aja segame ,percuma lagi ngegame kok 0% sih pas masuk lama banget , apa harus uninstall aja kali",3,positif
TIM RIWAYAT BODO BODO TU JANGAN DIKASI ROOM,1,negatif
Ngasih losstrik gak jelas cape lama² main game ini masah selalu kalah tolong kasih tim yg seimbang lama² moonton sepi serius hapus ml ajh cape lihat player yg gak bisa kerja sama manah nih kontribusi ml gak ada kah bagaimana mau banyak peminat,1,negatif
usaha moonton biar GK bangkrut. season dari mitick turun epick. dari epick main sengaja di kasih player yg dari perusahaan dia.biar kita kalah kelas kelas,1,negatif
jaringannya tolong lah moonton,1,negatif
MONYET,5,positif
"game anehh sinyal bagus tetap aja ngeleg tolong lah moonton perbaiki delay sinyalnya,jangan bikin skin teruss ,makin sini makin anehh mobile legends updatean nya ga ngotak , server nya ngeleg mluu , tolong ya perbaiki 🤧",1,negatif
Monoton knp sii dikasi tim setres muluu cape gua ktemu tim gitu muluuu gua udah lost 5x gk rising gk renk sama aj tolongla ksi tim yg bagus,1,negatif
"bro kita literally ga main karena pas lagi mau milih hero kita balik ke matchmaking dan kita dituduh afk, ga terima si anjir kita gatau apa apa malah di tuduh afk malas bgt",1,negatif
bagus,5,positif
GAME BOSOKK BANYAK BGT DARK SISTEM NYA,1,negatif
buat agar hiro pada tampilan layar utama bisa mengunakan hiro yang di sukai jangan terbatas hiro baru,5,positif
"Pertama, aneh bet di laporkan AFK pdhl ban pick error tiba"" nyari ulang. Apaan coba kek gitu, masalahnya klo sendiri okelah. Ini main bertiga loh kek gitu. Kedua, tolong lah moonton klo ngasih lawan dan tim itu yg sepadan kek. Kdg dpt tim jelek tpi musuh op smua. Sama bagian role nya minimal bs disesuaikan lah masalahnya kdg ada yg ngetroll gara"" gabisa pake role itu. Sring banget tiap matchmacing kek bgitu bikin losetreak aja main udh bagus dpt tim kek gitu. Tim musuh op"" smua.",1,negatif
kocagg susah dapet tim bener,1,negatif
"kena report afk ber-3 padahal pas pick-ban, sistem mengalami error dan dipaksa matchmaking ulang. pengurangan gold dan kredit skor dari kejadian ini sangat memberatkan ---- hok yang belum setahun gak gini-gini amat bugnya",1,negatif
bagus sih tapi kadang suka kesel sinyal 40 ms tapi di game nya ngeleg ini bug atau apa tolong di benarkan kalau emang bug tolong benarkan moonton,3,positif
👍👍👍👍🔥🔥🌠🌠 game nya seru banget,5,positif
banyak orang ngetrol beban,1,negatif
seru banget game nya,5,positif
WOI JARINGAN BAGUS TAPI PAS MAIN LAG BENERIN LAH SERVER NYA NGEBUG GNI KONT,1,negatif
"benerin bug Avatar,mau ganti gak bisa pakek yg custom",1,negatif
game tolol,1,negatif
enak aja,4,positif
jangan mau download ini game percaya aja,1,negatif
hero gak imba. se tim sama dirot damage sangat kecil sedang lawan pake balmond damage bisa 8x lipatnya.,1,negatif
match ga seimbang tim saya selalu dpt tim tenk yg dibawah saya sedangkan musuh diatas saya,1,negatif
game nya bagus tapi sering ngelek jadi suka kalah,4,positif
lu fitnah gue gue kaga lag malah lag kocak,1,negatif
bagus gemnya,5,positif
rame gamenya,4,positif
Sebagai pemain solo sering banget dikasih tim suka maksa hero,1,negatif
apalah kau moonton boleh kau kasih tim keras tapi kasih aku tim yang waras di kasih tim beban terus,3,positif
bagus,5,positif
Saya suka bangetttttt,5,positif
jaringan nya dan fram rate drop terus,3,positif
gemyah sangat bagus dan tolong hilang kan draksimtemyah monton kalau aku main selalu ada aja yg getrol yah monton,5,positif
bagus sekali mobile legends,5,positif
game nya bagus 👍👍👍,5,positif
"seru, tetapi sangat sulit dan di kasih draksistem",5,positif
untuk moonton tolong di perbaiki lagi setiap maen di rank slalu di kasih tim bot semua sampai habis lima bintang pun masih di kasih tim yang bot,1,negatif
bagus,5,positif
bagus game nya terkadang kalau solo push rank dapat tim tidak seimbang banyak yang blajar hero di rank,5,positif
gems smkin gak jelas pertandingan renk busuk tim dengan pengalaman rendah tidak tau hiper tidk tau saling bntu teman . 4 orang boch smua .menang 1 kli strus nya lostek itu akun sya cpe main,1,negatif
"bug tombol nya tolong d betulin, tombol selalu error setiap war GK bisa gerak GK bisa attack.",1,negatif
GAME GAK ADA JARINGAN NYA BUAT APA,1,negatif
game sudah bagus sih tapi dapet musuh pada cheat semua males main jadinya,4,positif
gue tadi maen rising open dapet team beban mulu yg setuju ml bintang 1 jawab ya kalo gak mau bintang 1 tolong moonton kasih lawan yang setara😠,1,negatif
SISTEM KONEKSI DI BETULIN LAH UPDATE MULU KERJANYA,1,negatif
bagus apk n bau t Mabar bau te by on eee anh pokokn bagus wh ye doang te paenan lek gubuk te ml ne,5,positif
musuh gk ngotak cok lose streak 13 kali njir jangan kek gi terus nanti player solo males main,1,negatif
"ml skrng brbeda jauh bgt , dpt tim g seimbang, byk bot ,byk mslh yg muncul Tiba2 haizzz jd mls main ml",2,negatif
sinyal gw bagus tapi malah ngelag bikin game GK niat banget si,1,negatif
apaan...maen gk prnah dpt tim bner....susah kali..sllu aja dpt darksistem...tlng donk moonton jgn asal kasi tim....kasian pejuang solo rank kalo gni terus....,1,negatif
"makin update, makin ga jelas, masalah role kaya di pilih otomatis gitu, kasian kan kalo dikasih yg ga bisa role tersebut",3,positif
tolong lag nya di kurangi buat user hp android moonton jangan bikin emosi,3,positif
apa GK di kasih menang huuuu di kasih tim yg kgk bisa main semua,1,negatif
"Semenjak di update, entah kenapa jaringan selalu tidak stabil padahal ping bagus.",1,negatif
gm nya seru,5,positif
"aku suka bgt sama mobile legend, gamenya bagus",5,positif
Maaf iya saya kasih bintang 1 di karnakan erro pada setiap tombol 10 detik gk bisa apa apa hilang nya sinyal mau pake data sama wifi. Tolong di prbaiki malah ini terimakasih.,1,negatif
GA PAGI GA SIANG GA SORE GA MALEM DAPET TIM GA ADA YANG JELAS MAIN DAH SINYAL LEG TERUS GA PERNAH BENER TIM JUGA GA ADA YANG BENER GIMANA MAU GLORY,1,negatif
"Burik, punya tim troll, naikin kredit score bikin stres, ngasih Hero gak ngotak buff nya",1,negatif
padahal wifi udh bagus tapi dari ml nya lag bgt gimana si montooon,1,negatif
game ini sangat bagus cocok untuk mengisi waktu kosong dan banyak tantangan pokok nya game ini sangat bagus,5,positif
"knpa ya sinyal bagus tapi ngeleg, mohon di perbaiki ya🙏",4,positif
"makin gak jelas, sinyal bagus dikira afk padahal sinyal bagus , plisss montoon tolong bagusin ingame nya, siap pacth malah jadi gak beres, bug chip lah ,sinyal bagus malah sering keluar sendiri , seasons sekarang yang bermasalah seasons kemarin malah aman aja, plissss benarkan sistem nya montoon",1,negatif
"tolong monton kasi aku winstrik, ini terlalu kejam monton aku ank baik baikk nanti tak kasi bintang lima, trus klo ada yg ngatain game gila akan ku lawan monton, jadi kasi aku winstrik",1,negatif
saya berharap monoton bisa menberikan tim yang seimbang dengan lawan karena saya pernah mendapatkan tim yang beban sedangkan rank lawannya melebihi rank saya dan teman se-tim saya yang beban,3,positif
game haram mending uninstal download honor of king,5,positif
intinya yang main game ini mudah stres lahhh intinya,1,negatif
"Terima kasih monton buat game nya, sehat terus",5,positif
"Mekanisme Marksman lambat, dapat gold sekarang makin dikit beberapa hero MM di nerf seperti Melissa. tolong betulin mekanisme Marksman di gold lane.",1,negatif
"musuh nya kek mpl temen nya kek bocil epep jadi males main,monton lu niat g sih,buat geme tuh biar di mainin banyak orang tapi kalo gini malah jadi males main nya,gw mau dark sistem musnah anj😩😭😭",1,negatif
tolong di revamp skin kufra colector masa harga mahal kaya skin epik dah game nya ampas kikir ngasih tim beban lol,1,negatif
game ini bagus,5,positif
